001,001_16,[0, array([  7, 222], dtype=int32),1, array([ 14, 287], dtype=int32),2, array([ 27, 349], dtype=int32),3, array([ 42, 411], dtype=int32),4, array([ 64, 470], dtype=int32),5, array([103, 518], dtype=int32),6, array([158, 548], dtype=int32),7, array([227, 562], dtype=int32),8, array([303, 560], dtype=int32),9, array([376, 554], dtype=int32),10, array([438, 533], dtype=int32),11, array([490, 497], dtype=int32),12, array([524, 445], dtype=int32),13, array([541, 382], dtype=int32),14, array([550, 315], dtype=int32),15, array([555, 249], dtype=int32),16, array([555, 179], dtype=int32),17, array([ 49, 140], dtype=int32),18, array([ 82, 106], dtype=int32),19, array([131,  97], dtype=int32),20, array([182, 100], dtype=int32),21, array([235, 112], dtype=int32),22, array([303, 109], dtype=int32),23, array([352,  88], dtype=int32),24, array([402,  75], dtype=int32),25, array([455,  76], dtype=int32),26, array([496, 105], dtype=int32),27, array([270, 157], dtype=int32),28, array([273, 199], dtype=int32),29, array([276, 241], dtype=int32),30, array([279, 284], dtype=int32),31, array([230, 328], dtype=int32),32, array([257, 333], dtype=int32),33, array([285, 337], dtype=int32),34, array([312, 328], dtype=int32),35, array([339, 318], dtype=int32),36, array([ 99, 185], dtype=int32),37, array([128, 164], dtype=int32),38, array([164, 161], dtype=int32),39, array([196, 181], dtype=int32),40, array([164, 189], dtype=int32),41, array([129, 193], dtype=int32),42, array([352, 170], dtype=int32),43, array([383, 146], dtype=int32),44, array([419, 143], dtype=int32),45, array([450, 159], dtype=int32),46, array([423, 172], dtype=int32),47, array([387, 174], dtype=int32),48, array([201, 430], dtype=int32),49, array([235, 402], dtype=int32),50, array([267, 382], dtype=int32),51, array([294, 387], dtype=int32),52, array([320, 377], dtype=int32),53, array([353, 389], dtype=int32),54, array([391, 414], dtype=int32),55, array([358, 428], dtype=int32),56, array([327, 438], dtype=int32),57, array([299, 442], dtype=int32),58, array([270, 442], dtype=int32),59, array([238, 440], dtype=int32),60, array([216, 428], dtype=int32),61, array([267, 413], dtype=int32),62, array([295, 412], dtype=int32),63, array([323, 408], dtype=int32),64, array([376, 413], dtype=int32),65, array([323, 406], dtype=int32),66, array([296, 411], dtype=int32),67, array([268, 411], dtype=int32)]
002,002_20,[0, array([ -9, 200], dtype=int32),1, array([ -4, 271], dtype=int32),2, array([  5, 342], dtype=int32),3, array([ 12, 412], dtype=int32),4, array([ 30, 477], dtype=int32),5, array([ 74, 529], dtype=int32),6, array([140, 558], dtype=int32),7, array([219, 568], dtype=int32),8, array([305, 561], dtype=int32),9, array([386, 554], dtype=int32),10, array([451, 528], dtype=int32),11, array([504, 484], dtype=int32),12, array([534, 424], dtype=int32),13, array([545, 355], dtype=int32),14, array([544, 283], dtype=int32),15, array([541, 210], dtype=int32),16, array([533, 138], dtype=int32),17, array([ 26, 138], dtype=int32),18, array([53, 87], dtype=int32),19, array([104,  61], dtype=int32),20, array([160,  59], dtype=int32),21, array([215,  74], dtype=int32),22, array([282,  63], dtype=int32),23, array([331,  42], dtype=int32),24, array([382,  30], dtype=int32),25, array([432,  40], dtype=int32),26, array([462,  80], dtype=int32),27, array([256, 125], dtype=int32),28, array([262, 183], dtype=int32),29, array([267, 237], dtype=int32),30, array([272, 293], dtype=int32),31, array([212, 331], dtype=int32),32, array([245, 339], dtype=int32),33, array([278, 344], dtype=int32),34, array([310, 331], dtype=int32),35, array([338, 317], dtype=int32),36, array([ 88, 163], dtype=int32),37, array([113, 139], dtype=int32),38, array([147, 135], dtype=int32),39, array([181, 152], dtype=int32),40, array([151, 161], dtype=int32),41, array([116, 167], dtype=int32),42, array([328, 133], dtype=int32),43, array([358, 108], dtype=int32),44, array([391, 105], dtype=int32),45, array([419, 121], dtype=int32),46, array([395, 132], dtype=int32),47, array([363, 135], dtype=int32),48, array([170, 439], dtype=int32),49, array([210, 417], dtype=int32),50, array([248, 402], dtype=int32),51, array([281, 409], dtype=int32),52, array([315, 396], dtype=int32),53, array([351, 403], dtype=int32),54, array([389, 420], dtype=int32),55, array([357, 438], dtype=int32),56, array([323, 451], dtype=int32),57, array([287, 458], dtype=int32),58, array([254, 458], dtype=int32),59, array([214, 456], dtype=int32),60, array([184, 437], dtype=int32),61, array([250, 427], dtype=int32),62, array([282, 427], dtype=int32),63, array([317, 421], dtype=int32),64, array([376, 420], dtype=int32),65, array([319, 420], dtype=int32),66, array([284, 426], dtype=int32),67, array([252, 426], dtype=int32)]
002,002_27,[0, array([ 62, 241], dtype=int32),1, array([ 62, 314], dtype=int32),2, array([ 62, 384], dtype=int32),3, array([ 67, 453], dtype=int32),4, array([ 87, 520], dtype=int32),5, array([127, 574], dtype=int32),6, array([189, 611], dtype=int32),7, array([264, 632], dtype=int32),8, array([351, 637], dtype=int32),9, array([441, 640], dtype=int32),10, array([520, 622], dtype=int32),11, array([587, 586], dtype=int32),12, array([630, 532], dtype=int32),13, array([654, 465], dtype=int32),14, array([664, 394], dtype=int32),15, array([667, 322], dtype=int32),16, array([670, 248], dtype=int32),17, array([131, 162], dtype=int32),18, array([165, 126], dtype=int32),19, array([217, 109], dtype=int32),20, array([272, 108], dtype=int32),21, array([326, 121], dtype=int32),22, array([409, 123], dtype=int32),23, array([462, 111], dtype=int32),24, array([517, 112], dtype=int32),25, array([569, 131], dtype=int32),26, array([603, 170], dtype=int32),27, array([366, 181], dtype=int32),28, array([365, 224], dtype=int32),29, array([364, 265], dtype=int32),30, array([362, 309], dtype=int32),31, array([307, 358], dtype=int32),32, array([334, 364], dtype=int32),33, array([363, 371], dtype=int32),34, array([391, 368], dtype=int32),35, array([420, 364], dtype=int32),36, array([189, 201], dtype=int32),37, array([217, 179], dtype=int32),38, array([252, 177], dtype=int32),39, array([284, 201], dtype=int32),40, array([252, 208], dtype=int32),41, array([216, 209], dtype=int32),42, array([450, 205], dtype=int32),43, array([481, 183], dtype=int32),44, array([517, 184], dtype=int32),45, array([546, 207], dtype=int32),46, array([517, 216], dtype=int32),47, array([481, 214], dtype=int32),48, array([244, 463], dtype=int32),49, array([290, 443], dtype=int32),50, array([330, 433], dtype=int32),51, array([361, 443], dtype=int32),52, array([390, 437], dtype=int32),53, array([429, 451], dtype=int32),54, array([477, 475], dtype=int32),55, array([427, 480], dtype=int32),56, array([388, 478], dtype=int32),57, array([359, 477], dtype=int32),58, array([327, 474], dtype=int32),59, array([289, 470], dtype=int32),60, array([259, 460], dtype=int32),61, array([329, 452], dtype=int32),62, array([361, 457], dtype=int32),63, array([390, 457], dtype=int32),64, array([462, 471], dtype=int32),65, array([388, 452], dtype=int32),66, array([359, 452], dtype=int32),67, array([328, 448], dtype=int32)]
002,002_44,[0, array([  3, 171], dtype=int32),1, array([  0, 242], dtype=int32),2, array([  0, 312], dtype=int32),3, array([  4, 382], dtype=int32),4, array([ 21, 448], dtype=int32),5, array([ 58, 501], dtype=int32),6, array([116, 534], dtype=int32),7, array([185, 555], dtype=int32),8, array([261, 560], dtype=int32),9, array([338, 565], dtype=int32),10, array([411, 555], dtype=int32),11, array([477, 533], dtype=int32),12, array([520, 486], dtype=int32),13, array([541, 425], dtype=int32),14, array([550, 358], dtype=int32),15, array([558, 290], dtype=int32),16, array([563, 221], dtype=int32),17, array([73, 99], dtype=int32),18, array([112,  69], dtype=int32),19, array([164,  65], dtype=int32),20, array([214,  76], dtype=int32),21, array([262,  98], dtype=int32),22, array([352, 110], dtype=int32),23, array([402,  97], dtype=int32),24, array([452,  94], dtype=int32),25, array([501, 107], dtype=int32),26, array([531, 144], dtype=int32),27, array([304, 163], dtype=int32),28, array([302, 215], dtype=int32),29, array([300, 265], dtype=int32),30, array([297, 316], dtype=int32),31, array([236, 341], dtype=int32),32, array([262, 354], dtype=int32),33, array([289, 367], dtype=int32),34, array([317, 360], dtype=int32),35, array([345, 352], dtype=int32),36, array([127, 163], dtype=int32),37, array([158, 145], dtype=int32),38, array([193, 147], dtype=int32),39, array([224, 174], dtype=int32),40, array([188, 178], dtype=int32),41, array([153, 175], dtype=int32),42, array([377, 187], dtype=int32),43, array([411, 167], dtype=int32),44, array([447, 170], dtype=int32),45, array([475, 195], dtype=int32),46, array([445, 202], dtype=int32),47, array([409, 197], dtype=int32),48, array([174, 429], dtype=int32),49, array([211, 418], dtype=int32),50, array([248, 416], dtype=int32),51, array([281, 430], dtype=int32),52, array([314, 423], dtype=int32),53, array([348, 432], dtype=int32),54, array([384, 447], dtype=int32),55, array([344, 471], dtype=int32),56, array([307, 477], dtype=int32),57, array([273, 477], dtype=int32),58, array([238, 471], dtype=int32),59, array([204, 456], dtype=int32),60, array([186, 432], dtype=int32),61, array([245, 438], dtype=int32),62, array([280, 445], dtype=int32),63, array([312, 444], dtype=int32),64, array([370, 448], dtype=int32),65, array([309, 445], dtype=int32),66, array([277, 445], dtype=int32),67, array([243, 439], dtype=int32)]
002,002_25,[0, array([ 10, 181], dtype=int32),1, array([ 13, 251], dtype=int32),2, array([ 17, 317], dtype=int32),3, array([ 21, 387], dtype=int32),4, array([ 38, 455], dtype=int32),5, array([ 77, 510], dtype=int32),6, array([138, 541], dtype=int32),7, array([212, 557], dtype=int32),8, array([294, 563], dtype=int32),9, array([376, 563], dtype=int32),10, array([448, 550], dtype=int32),11, array([504, 518], dtype=int32),12, array([538, 465], dtype=int32),13, array([550, 400], dtype=int32),14, array([554, 332], dtype=int32),15, array([559, 265], dtype=int32),16, array([561, 196], dtype=int32),17, array([ 84, 101], dtype=int32),18, array([115,  65], dtype=int32),19, array([159,  48], dtype=int32),20, array([207,  49], dtype=int32),21, array([255,  65], dtype=int32),22, array([353,  67], dtype=int32),23, array([398,  49], dtype=int32),24, array([448,  46], dtype=int32),25, array([493,  65], dtype=int32),26, array([524, 107], dtype=int32),27, array([298, 116], dtype=int32),28, array([298, 155], dtype=int32),29, array([298, 191], dtype=int32),30, array([298, 229], dtype=int32),31, array([243, 279], dtype=int32),32, array([271, 288], dtype=int32),33, array([300, 295], dtype=int32),34, array([328, 289], dtype=int32),35, array([355, 280], dtype=int32),36, array([134, 146], dtype=int32),37, array([162, 125], dtype=int32),38, array([195, 122], dtype=int32),39, array([227, 141], dtype=int32),40, array([194, 148], dtype=int32),41, array([162, 151], dtype=int32),42, array([372, 144], dtype=int32),43, array([406, 125], dtype=int32),44, array([440, 129], dtype=int32),45, array([468, 150], dtype=int32),46, array([438, 156], dtype=int32),47, array([404, 151], dtype=int32),48, array([196, 410], dtype=int32),49, array([234, 380], dtype=int32),50, array([271, 364], dtype=int32),51, array([299, 372], dtype=int32),52, array([323, 364], dtype=int32),53, array([361, 380], dtype=int32),54, array([403, 411], dtype=int32),55, array([364, 421], dtype=int32),56, array([327, 423], dtype=int32),57, array([300, 424], dtype=int32),58, array([270, 422], dtype=int32),59, array([235, 417], dtype=int32),60, array([212, 407], dtype=int32),61, array([270, 396], dtype=int32),62, array([299, 398], dtype=int32),63, array([324, 397], dtype=int32),64, array([387, 407], dtype=int32),65, array([326, 395], dtype=int32),66, array([300, 396], dtype=int32),67, array([272, 394], dtype=int32)]
002,002_29,[0, array([ 12, 206], dtype=int32),1, array([  8, 274], dtype=int32),2, array([  7, 341], dtype=int32),3, array([ 10, 411], dtype=int32),4, array([ 26, 477], dtype=int32),5, array([ 65, 527], dtype=int32),6, array([128, 552], dtype=int32),7, array([199, 568], dtype=int32),8, array([271, 572], dtype=int32),9, array([341, 575], dtype=int32),10, array([412, 562], dtype=int32),11, array([475, 539], dtype=int32),12, array([516, 490], dtype=int32),13, array([535, 428], dtype=int32),14, array([547, 366], dtype=int32),15, array([556, 303], dtype=int32),16, array([562, 238], dtype=int32),17, array([ 75, 100], dtype=int32),18, array([111,  61], dtype=int32),19, array([162,  43], dtype=int32),20, array([216,  45], dtype=int32),21, array([268,  68], dtype=int32),22, array([361,  69], dtype=int32),23, array([409,  51], dtype=int32),24, array([462,  54], dtype=int32),25, array([509,  76], dtype=int32),26, array([536, 123], dtype=int32),27, array([309, 139], dtype=int32),28, array([306, 186], dtype=int32),29, array([303, 232], dtype=int32),30, array([299, 279], dtype=int32),31, array([237, 328], dtype=int32),32, array([266, 338], dtype=int32),33, array([297, 348], dtype=int32),34, array([328, 341], dtype=int32),35, array([358, 334], dtype=int32),36, array([123, 160], dtype=int32),37, array([154, 137], dtype=int32),38, array([190, 137], dtype=int32),39, array([226, 163], dtype=int32),40, array([189, 167], dtype=int32),41, array([152, 167], dtype=int32),42, array([385, 170], dtype=int32),43, array([421, 146], dtype=int32),44, array([457, 149], dtype=int32),45, array([487, 174], dtype=int32),46, array([457, 181], dtype=int32),47, array([420, 177], dtype=int32),48, array([176, 444], dtype=int32),49, array([220, 420], dtype=int32),50, array([264, 407], dtype=int32),51, array([295, 420], dtype=int32),52, array([327, 409], dtype=int32),53, array([364, 425], dtype=int32),54, array([401, 455], dtype=int32),55, array([362, 470], dtype=int32),56, array([324, 475], dtype=int32),57, array([291, 477], dtype=int32),58, array([258, 474], dtype=int32),59, array([216, 465], dtype=int32),60, array([191, 443], dtype=int32),61, array([262, 438], dtype=int32),62, array([294, 443], dtype=int32),63, array([326, 440], dtype=int32),64, array([386, 453], dtype=int32),65, array([325, 442], dtype=int32),66, array([293, 444], dtype=int32),67, array([261, 441], dtype=int32)]
002,002_26,[0, array([ 72, 299], dtype=int32),1, array([ 76, 367], dtype=int32),2, array([ 82, 433], dtype=int32),3, array([ 90, 502], dtype=int32),4, array([110, 569], dtype=int32),5, array([147, 626], dtype=int32),6, array([210, 661], dtype=int32),7, array([288, 675], dtype=int32),8, array([373, 675], dtype=int32),9, array([459, 671], dtype=int32),10, array([538, 652], dtype=int32),11, array([606, 616], dtype=int32),12, array([646, 557], dtype=int32),13, array([663, 484], dtype=int32),14, array([667, 408], dtype=int32),15, array([669, 335], dtype=int32),16, array([670, 260], dtype=int32),17, array([118, 180], dtype=int32),18, array([140, 127], dtype=int32),19, array([189,  97], dtype=int32),20, array([246,  90], dtype=int32),21, array([303, 100], dtype=int32),22, array([396,  95], dtype=int32),23, array([450,  76], dtype=int32),24, array([511,  76], dtype=int32),25, array([566,  99], dtype=int32),26, array([601, 147], dtype=int32),27, array([339, 168], dtype=int32),28, array([337, 215], dtype=int32),29, array([335, 260], dtype=int32),30, array([333, 308], dtype=int32),31, array([289, 368], dtype=int32),32, array([318, 374], dtype=int32),33, array([347, 377], dtype=int32),34, array([379, 367], dtype=int32),35, array([410, 357], dtype=int32),36, array([173, 218], dtype=int32),37, array([202, 191], dtype=int32),38, array([237, 185], dtype=int32),39, array([274, 203], dtype=int32),40, array([240, 212], dtype=int32),41, array([205, 219], dtype=int32),42, array([439, 192], dtype=int32),43, array([475, 168], dtype=int32),44, array([511, 168], dtype=int32),45, array([543, 191], dtype=int32),46, array([512, 195], dtype=int32),47, array([476, 194], dtype=int32),48, array([256, 503], dtype=int32),49, array([291, 467], dtype=int32),50, array([326, 445], dtype=int32),51, array([358, 451], dtype=int32),52, array([390, 440], dtype=int32),53, array([434, 454], dtype=int32),54, array([482, 484], dtype=int32),55, array([439, 496], dtype=int32),56, array([398, 503], dtype=int32),57, array([365, 507], dtype=int32),58, array([333, 509], dtype=int32),59, array([297, 511], dtype=int32),60, array([272, 498], dtype=int32),61, array([328, 475], dtype=int32),62, array([359, 474], dtype=int32),63, array([393, 469], dtype=int32),64, array([466, 481], dtype=int32),65, array([394, 476], dtype=int32),66, array([361, 480], dtype=int32),67, array([330, 481], dtype=int32)]
002,002_15,[0, array([ -6, 244], dtype=int32),1, array([  7, 311], dtype=int32),2, array([ 22, 374], dtype=int32),3, array([ 41, 435], dtype=int32),4, array([ 69, 490], dtype=int32),5, array([114, 532], dtype=int32),6, array([178, 555], dtype=int32),7, array([250, 566], dtype=int32),8, array([326, 563], dtype=int32),9, array([399, 553], dtype=int32),10, array([459, 529], dtype=int32),11, array([509, 492], dtype=int32),12, array([541, 437], dtype=int32),13, array([554, 371], dtype=int32),14, array([555, 303], dtype=int32),15, array([555, 233], dtype=int32),16, array([549, 162], dtype=int32),17, array([ 37, 159], dtype=int32),18, array([ 63, 112], dtype=int32),19, array([114,  87], dtype=int32),20, array([171,  79], dtype=int32),21, array([229,  88], dtype=int32),22, array([300,  79], dtype=int32),23, array([351,  58], dtype=int32),24, array([406,  48], dtype=int32),25, array([460,  56], dtype=int32),26, array([497,  92], dtype=int32),27, array([273, 146], dtype=int32),28, array([280, 188], dtype=int32),29, array([286, 230], dtype=int32),30, array([293, 273], dtype=int32),31, array([244, 328], dtype=int32),32, array([273, 332], dtype=int32),33, array([302, 335], dtype=int32),34, array([328, 324], dtype=int32),35, array([352, 313], dtype=int32),36, array([ 95, 189], dtype=int32),37, array([124, 159], dtype=int32),38, array([163, 153], dtype=int32),39, array([200, 177], dtype=int32),40, array([166, 189], dtype=int32),41, array([128, 196], dtype=int32),42, array([348, 157], dtype=int32),43, array([381, 124], dtype=int32),44, array([419, 119], dtype=int32),45, array([451, 139], dtype=int32),46, array([425, 155], dtype=int32),47, array([386, 159], dtype=int32),48, array([210, 448], dtype=int32),49, array([248, 424], dtype=int32),50, array([283, 408], dtype=int32),51, array([310, 413], dtype=int32),52, array([335, 403], dtype=int32),53, array([372, 411], dtype=int32),54, array([416, 424], dtype=int32),55, array([378, 440], dtype=int32),56, array([344, 449], dtype=int32),57, array([317, 454], dtype=int32),58, array([289, 455], dtype=int32),59, array([253, 455], dtype=int32),60, array([225, 444], dtype=int32),61, array([285, 430], dtype=int32),62, array([312, 431], dtype=int32),63, array([338, 426], dtype=int32),64, array([402, 424], dtype=int32),65, array([339, 424], dtype=int32),66, array([313, 429], dtype=int32),67, array([286, 429], dtype=int32)]
002,002_10,[0, array([ -9, 301], dtype=int32),1, array([ -1, 377], dtype=int32),2, array([  9, 453], dtype=int32),3, array([ 21, 523], dtype=int32),4, array([ 47, 590], dtype=int32),5, array([ 96, 638], dtype=int32),6, array([171, 661], dtype=int32),7, array([256, 669], dtype=int32),8, array([353, 665], dtype=int32),9, array([448, 654], dtype=int32),10, array([529, 633], dtype=int32),11, array([604, 597], dtype=int32),12, array([651, 535], dtype=int32),13, array([667, 453], dtype=int32),14, array([666, 371], dtype=int32),15, array([664, 284], dtype=int32),16, array([658, 197], dtype=int32),17, array([ 22, 175], dtype=int32),18, array([ 48, 116], dtype=int32),19, array([104,  82], dtype=int32),20, array([169,  76], dtype=int32),21, array([231,  93], dtype=int32),22, array([332,  71], dtype=int32),23, array([393,  37], dtype=int32),24, array([459,  20], dtype=int32),25, array([525,  37], dtype=int32),26, array([570,  87], dtype=int32),27, array([291, 146], dtype=int32),28, array([294, 185], dtype=int32),29, array([297, 221], dtype=int32),30, array([301, 262], dtype=int32),31, array([244, 343], dtype=int32),32, array([280, 349], dtype=int32),33, array([315, 350], dtype=int32),34, array([352, 337], dtype=int32),35, array([389, 323], dtype=int32),36, array([ 98, 221], dtype=int32),37, array([129, 188], dtype=int32),38, array([171, 177], dtype=int32),39, array([219, 195], dtype=int32),40, array([180, 210], dtype=int32),41, array([137, 221], dtype=int32),42, array([382, 167], dtype=int32),43, array([420, 137], dtype=int32),44, array([463, 132], dtype=int32),45, array([502, 153], dtype=int32),46, array([468, 165], dtype=int32),47, array([425, 169], dtype=int32),48, array([213, 482], dtype=int32),49, array([254, 438], dtype=int32),50, array([292, 415], dtype=int32),51, array([325, 422], dtype=int32),52, array([360, 409], dtype=int32),53, array([408, 420], dtype=int32),54, array([468, 446], dtype=int32),55, array([417, 464], dtype=int32),56, array([373, 471], dtype=int32),57, array([336, 474], dtype=int32),58, array([302, 477], dtype=int32),59, array([262, 483], dtype=int32),60, array([232, 473], dtype=int32),61, array([295, 447], dtype=int32),62, array([328, 447], dtype=int32),63, array([363, 441], dtype=int32),64, array([446, 444], dtype=int32),65, array([367, 436], dtype=int32),66, array([331, 440], dtype=int32),67, array([298, 442], dtype=int32)]
002,002_14,[0, array([ 68, 223], dtype=int32),1, array([ 72, 301], dtype=int32),2, array([ 82, 376], dtype=int32),3, array([ 95, 451], dtype=int32),4, array([120, 522], dtype=int32),5, array([159, 589], dtype=int32),6, array([214, 640], dtype=int32),7, array([284, 673], dtype=int32),8, array([370, 679], dtype=int32),9, array([458, 673], dtype=int32),10, array([531, 642], dtype=int32),11, array([589, 592], dtype=int32),12, array([629, 528], dtype=int32),13, array([652, 455], dtype=int32),14, array([661, 378], dtype=int32),15, array([665, 301], dtype=int32),16, array([666, 221], dtype=int32),17, array([129, 175], dtype=int32),18, array([156, 124], dtype=int32),19, array([208, 103], dtype=int32),20, array([265, 107], dtype=int32),21, array([322, 125], dtype=int32),22, array([408, 123], dtype=int32),23, array([464, 106], dtype=int32),24, array([522, 102], dtype=int32),25, array([574, 122], dtype=int32),26, array([602, 172], dtype=int32),27, array([365, 176], dtype=int32),28, array([365, 234], dtype=int32),29, array([364, 291], dtype=int32),30, array([363, 351], dtype=int32),31, array([291, 362], dtype=int32),32, array([326, 378], dtype=int32),33, array([365, 392], dtype=int32),34, array([403, 378], dtype=int32),35, array([439, 363], dtype=int32),36, array([192, 201], dtype=int32),37, array([220, 181], dtype=int32),38, array([253, 178], dtype=int32),39, array([287, 196], dtype=int32),40, array([253, 202], dtype=int32),41, array([220, 204], dtype=int32),42, array([443, 196], dtype=int32),43, array([475, 178], dtype=int32),44, array([509, 181], dtype=int32),45, array([539, 201], dtype=int32),46, array([508, 204], dtype=int32),47, array([474, 201], dtype=int32),48, array([240, 462], dtype=int32),49, array([287, 443], dtype=int32),50, array([333, 436], dtype=int32),51, array([367, 442], dtype=int32),52, array([400, 435], dtype=int32),53, array([446, 439], dtype=int32),54, array([497, 455], dtype=int32),55, array([449, 498], dtype=int32),56, array([404, 517], dtype=int32),57, array([368, 522], dtype=int32),58, array([331, 520], dtype=int32),59, array([286, 505], dtype=int32),60, array([255, 464], dtype=int32),61, array([333, 448], dtype=int32),62, array([368, 452], dtype=int32),63, array([401, 448], dtype=int32),64, array([477, 458], dtype=int32),65, array([402, 488], dtype=int32),66, array([367, 494], dtype=int32),67, array([332, 490], dtype=int32)]
002,002_42,[0, array([ 23, 183], dtype=int32),1, array([ 26, 252], dtype=int32),2, array([ 31, 319], dtype=int32),3, array([ 34, 387], dtype=int32),4, array([ 48, 453], dtype=int32),5, array([ 80, 507], dtype=int32),6, array([133, 543], dtype=int32),7, array([204, 559], dtype=int32),8, array([283, 561], dtype=int32),9, array([363, 564], dtype=int32),10, array([435, 552], dtype=int32),11, array([492, 521], dtype=int32),12, array([529, 472], dtype=int32),13, array([545, 411], dtype=int32),14, array([552, 345], dtype=int32),15, array([560, 281], dtype=int32),16, array([565, 213], dtype=int32),17, array([ 71, 124], dtype=int32),18, array([108,  84], dtype=int32),19, array([166,  72], dtype=int32),20, array([222,  81], dtype=int32),21, array([275, 108], dtype=int32),22, array([334, 109], dtype=int32),23, array([386,  87], dtype=int32),24, array([443,  83], dtype=int32),25, array([500,  98], dtype=int32),26, array([537, 138], dtype=int32),27, array([301, 164], dtype=int32),28, array([300, 213], dtype=int32),29, array([298, 260], dtype=int32),30, array([296, 308], dtype=int32),31, array([242, 342], dtype=int32),32, array([268, 354], dtype=int32),33, array([295, 365], dtype=int32),34, array([322, 356], dtype=int32),35, array([349, 346], dtype=int32),36, array([127, 173], dtype=int32),37, array([158, 152], dtype=int32),38, array([197, 153], dtype=int32),39, array([231, 181], dtype=int32),40, array([193, 185], dtype=int32),41, array([155, 184], dtype=int32),42, array([378, 185], dtype=int32),43, array([414, 161], dtype=int32),44, array([453, 161], dtype=int32),45, array([482, 186], dtype=int32),46, array([452, 195], dtype=int32),47, array([413, 192], dtype=int32),48, array([193, 445], dtype=int32),49, array([228, 424], dtype=int32),50, array([266, 409], dtype=int32),51, array([293, 418], dtype=int32),52, array([319, 410], dtype=int32),53, array([355, 424], dtype=int32),54, array([392, 446], dtype=int32),55, array([355, 470], dtype=int32),56, array([319, 478], dtype=int32),57, array([291, 480], dtype=int32),58, array([261, 478], dtype=int32),59, array([226, 470], dtype=int32),60, array([208, 445], dtype=int32),61, array([265, 439], dtype=int32),62, array([293, 442], dtype=int32),63, array([319, 439], dtype=int32),64, array([377, 446], dtype=int32),65, array([319, 441], dtype=int32),66, array([292, 444], dtype=int32),67, array([264, 441], dtype=int32)]
002,002_35,[0, array([ 14, 195], dtype=int32),1, array([ 11, 261], dtype=int32),2, array([ 11, 326], dtype=int32),3, array([ 13, 391], dtype=int32),4, array([ 27, 453], dtype=int32),5, array([ 63, 504], dtype=int32),6, array([121, 535], dtype=int32),7, array([189, 555], dtype=int32),8, array([265, 560], dtype=int32),9, array([341, 565], dtype=int32),10, array([410, 554], dtype=int32),11, array([469, 526], dtype=int32),12, array([507, 479], dtype=int32),13, array([527, 421], dtype=int32),14, array([539, 362], dtype=int32),15, array([553, 301], dtype=int32),16, array([561, 237], dtype=int32),17, array([ 78, 129], dtype=int32),18, array([111,  84], dtype=int32),19, array([164,  61], dtype=int32),20, array([220,  64], dtype=int32),21, array([270,  85], dtype=int32),22, array([345,  87], dtype=int32),23, array([400,  76], dtype=int32),24, array([455,  81], dtype=int32),25, array([504, 111], dtype=int32),26, array([527, 161], dtype=int32),27, array([306, 156], dtype=int32),28, array([303, 201], dtype=int32),29, array([301, 245], dtype=int32),30, array([298, 291], dtype=int32),31, array([241, 330], dtype=int32),32, array([266, 339], dtype=int32),33, array([292, 348], dtype=int32),34, array([318, 343], dtype=int32),35, array([343, 339], dtype=int32),36, array([137, 164], dtype=int32),37, array([167, 147], dtype=int32),38, array([200, 149], dtype=int32),39, array([228, 171], dtype=int32),40, array([198, 172], dtype=int32),41, array([166, 170], dtype=int32),42, array([373, 183], dtype=int32),43, array([407, 164], dtype=int32),44, array([439, 168], dtype=int32),45, array([464, 189], dtype=int32),46, array([437, 191], dtype=int32),47, array([406, 187], dtype=int32),48, array([171, 423], dtype=int32),49, array([214, 400], dtype=int32),50, array([258, 391], dtype=int32),51, array([286, 401], dtype=int32),52, array([317, 395], dtype=int32),53, array([356, 411], dtype=int32),54, array([390, 443], dtype=int32),55, array([351, 461], dtype=int32),56, array([312, 468], dtype=int32),57, array([278, 468], dtype=int32),58, array([247, 462], dtype=int32),59, array([208, 448], dtype=int32),60, array([187, 425], dtype=int32),61, array([255, 425], dtype=int32),62, array([284, 429], dtype=int32),63, array([316, 429], dtype=int32),64, array([374, 441], dtype=int32),65, array([314, 434], dtype=int32),66, array([282, 432], dtype=int32),67, array([252, 428], dtype=int32)]
